level;id;parent_id;object_id;object_type;object_key;query_status;query_time;query_type;message;created_time;updated_time;error.message
1;52;2;295990410795736_615009121116816;data;data.*;fetched (200);2025-04-21 11:48:18.318567;Facebook:/<page-id>/posts;Invitación a la Sesión Informativa sobre el Programa de Emprendimiento Gratuito  ¿Desde que llegaste a Colombia sueñas con emprender?  Únete a nuestra sesión informativa virtual y descubre cómo puedes participar en nuestro programa de emprendimiento gratuito, diseñado especialmente para colombianos retornados y  migrantes en Colombia. ¡Tendrás la oportunidad de competir por capital semilla!  🗓 Fecha: Jueves 23 de Enero ⏰ Hora: 6:30 PM  Organizan:  Bridge for Billions  Western Union Foundation  Colven (Colonia Venezolana en Colombia)  Registro de enlace en el perfil. 👀👀👀;2025-01-18T17:03:52+0000;2025-01-27T15:11:48+0000;
1;51;2;295990410795736_623134960304232;data;data.*;fetched (200);2025-04-21 11:48:18.318567;Facebook:/<page-id>/posts;"¡Última oportunidad para inscribirte en nuestro programa de emprendimiento gratuito! No pierdas la oportunidad de formar parte de ""Emprendimiento en Movimiento"", un programa diseñado para apoyar a emprendedores como tú.  Fecha límite de inscripción: 31 de enero  Cómo aplicar: Visita la sección de programas en bridgeforbillions.org y completa el formulario de inscripción.  Dudas o consultas: Escribe a mpaula@bridgeforbillions.org y estaremos encantados de ayudarte.  Este programa es posible gracias a la colaboración de Western Union Foundation, Bridge for Billions y Colvenz.  ¡Esperamos contar contigo!";2025-01-30T15:31:46+0000;2025-01-30T15:31:46+0000;
1;50;2;295990410795736_623155350302193;data;data.*;fetched (200);2025-04-21 11:48:18.318567;Facebook:/<page-id>/posts;Nuevo Decreto Permite a Solicitantes de Refugio Trabajar en Colombia  El Gobierno de Colombia ha promulgado el Decreto 0089 de 2025, una medida trascendental que permite a los solicitantes de reconocimiento de la condición de refugiado ejercer su derecho al trabajo en el país mediante el uso de un salvoconducto. Esta iniciativa busca garantizar que los solicitantes de refugio tengan acceso a derechos y servicios desde el momento en que su solicitud es admitida.  Este decreto es un paso importante en la protección de los derechos de los refugiados, asegurando que puedan integrarse laboralmente mientras su situación migratoria es evaluada. Además, facilita que los solicitantes puedan contribuir a la economía del país y sostener a sus familias durante el proceso de reconocimiento de su condición de refugiados.  El salvoconducto emitido bajo este decreto permitirá a los beneficiarios acceder a empleos formales, respetando la legislación laboral, tributaria y migratoria vigente en Colombia. Las autoridades han señalado que esta medida refuerza el compromiso de Colombia con los derechos humanos y el apoyo a las personas en situaciones de vulnerabilidad.  Para más información sobre cómo solicitar el salvoconducto y otros detalles relacionados con el Decreto 0089 de 2025, los interesados pueden visitar la página oficial del Ministerio de Relaciones Exteriores de Colombia.;2025-01-30T16:07:02+0000;2025-02-17T17:31:32+0000;
1;49;2;295990410795736_626069893344072;data;data.*;fetched (200);2025-04-21 11:48:18.318567;Facebook:/<page-id>/posts;Sobre la operación de los #PuntosVisibles donde se vienen atendiendo los procesos de regularización de la población migrante venezolana, Migración Colombia se permite informar;2025-02-03T19:38:34+0000;2025-02-03T19:38:34+0000;
1;48;2;295990410795736_627319703219091;data;data.*;fetched (200);2025-04-21 11:48:18.318567;Facebook:/<page-id>/posts;📢 ATENCIÓN: Cierre temporal de los Puntos Visibles en Colombia  Debido a ajustes en la operatividad de algunos programas, los Puntos Visibles de Migración Colombia, incluyendo el de Medellín, Antioquia, han suspendido temporalmente sus actividades.  Estamos a la espera de directrices oficiales que brinden más claridad sobre su continuidad. Recomendamos estar atentos a los canales oficiales para actualizaciones.  #MigraciónColombia #PuntosVisibles #AtenciónALaPoblación #InformaciónImportante;2025-02-05T17:30:48+0000;2025-02-05T17:30:48+0000;
1;47;2;295990410795736_632914219326306;data;data.*;fetched (200);2025-04-21 11:48:18.318567;Facebook:/<page-id>/posts;"Evento de Inclusión Financiera en el Centro Integrate  Medellín, Colombia – El próximo viernes 21 de febrero, se llevará a cabo una jornada de inclusión financiera titulada ""Jornada de Inclusión Financiera desde la Bancarización y Apertura de Productos Financieros"". El evento tendrá lugar en el Centro Integrate, ubicado en Medellín ,en la dirección Cl. 59 #45-53,  de 9:00 AM a 2:00 PM.  Este evento es una colaboración entre varias organizaciones y aliados, incluyendo Igualdad, la Alcaldía de Medellín, Colvenz, IFC (International Finance Corporation), Fundación Capital, Voces de Venezuela, Humanity & Inclusion, y el Cabildo Indígena Wayuu de Medellín.  La jornada tiene como objetivo promover la inclusión financiera mediante la bancarización y la apertura de productos financieros, brindando a los participantes la oportunidad de acceder a servicios bancarios y productos financieros esenciales para su desarrollo económico y social.  Todos los interesados están cordialmente invitados a asistir y aprovechar esta oportunidad para mejorar su bienestar financiero.";2025-02-13T19:12:14+0000;2025-02-13T19:12:14+0000;
1;46;2;295990410795736_646848537932874;data;data.*;fetched (200);2025-04-21 11:48:18.318567;Facebook:/<page-id>/posts;"El pasado viernes 21 de febrero, se realizó la ""Jornada de Inclusión Financiera desde la Bancarización y Apertura de Productos Financieros"" en el Centro Integrate. El evento, que contó con la participación de importantes aliados y numerosos asistentes, se centró en talleres prácticos y asesoramiento personalizado sobre productos financieros.  Destacaron las charlas informativas y la mesa redonda, que generaron diálogos constructivos sobre la inclusión financiera. La jornada culminó con un espacio de networking, fortaleciendo el conocimiento financiero y promoviendo la colaboración entre organizaciones y la comunidad.  Agradecemos a todos los participantes y aliados por su compromiso en esta importante iniciativa. Seguiremos trabajando juntos para avanzar en la inclusión financiera en nuestra región.  #somoscolonia #somoscolvenz #somoslaclave  @coalicionve @mesumocolombia";2025-03-04T19:13:49+0000;2025-03-04T19:13:49+0000;
1;45;2;295990410795736_649589137658814;data;data.*;fetched (200);2025-04-21 11:48:18.318567;Facebook:/<page-id>/posts;Aquí tienes una descripción para la imagen:  📢 Feliz Día Internacional de la Mujer 💜🌸  En este 8 de marzo, desde Colvenz reafirmamos nuestro compromiso con el reconocimiento del esfuerzo, la dedicación y el impacto de las mujeres en nuestra sociedad. Porque su lucha y su trabajo construyen el presente y el futuro.  ✨ Más que un día, un compromiso real. ✨  📲 Síguenos en nuestras redes: @colvenz.oficial 🌍 www.colvenz.org  #DíaDeLaMujer #8M #CompromisoReal #Colvenz;2025-03-08T14:08:46+0000;2025-03-08T14:08:46+0000;
1;44;2;295990410795736_659249836692744;data;data.*;fetched (200);2025-04-21 11:48:18.318567;Facebook:/<page-id>/posts;¿Sueñas con iniciar o hacer crecer tu negocio? Esta es TU oportunidad para hacerlo de manera virtual y completamente GRATIS 🎉✨  💥Mercy Corps y Rebel Business School te invitan a participar en la formación “Emprendiendo sin Límites”, en donde aprenderás a: ✅ Emprender SIN inversión 💰 ✅ Vender más y atraer clientes 🚀 ✅ Manejo de finanzas ✅ Crear una marca poderosa en digital 🌍 ✅ Y mucho más...  📅 Tienes hasta el 12 de marzo para inscribirte. ¡No dejes pasar esta oportunidad!  🔗 Inscríbete ahora en el link de la biografía  💬 ¿Conoces a alguien que quiera emprender? ¡Menciónalo en los comentarios! 👇  #EmprendiendoSinLímites #EmprendeConRebel #MercyCorps #EmprendedoresSinFronteras #NegociosDigitales;2025-03-21T17:36:55+0000;2025-03-21T17:36:55+0000;
1;164;12;301178233334429_1112710500887451;data;data.*;fetched (200);2025-04-21 11:48:23.833559;Facebook:/<page-id>/posts;🚨¡Ojo! #CheckMig NO ES OBLIGATORIO.  Pero al hacerlo agilizas tu proceso de control migratorio.   Antes de diligenciarlo ten en cuenta estas 3 cosas: 🟡Es gratuito  🔵No requiere intermediarios 🔴Solo puedes hacerlo en la página web de Migración Colombia;2025-04-14T17:00:48+0000;2025-04-14T17:33:12+0000;
