"level";"id";"parent_id";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"name";"message";"created_time";"from.name";"status_type";"shares.count";"comments.summary.total_count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"haha.summary.total_count";"wow.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"1";"11";"1";"319662435565899_482758029895453";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"🤔 ¿Los de septiembre pa' cuándo? 🤔 . . 👉 Nani te tiene el último detalles, no te lo peles y comparte YA con tu pana💪   #NaniResponde #VenezolanosEnColombia";"2022-02-17T23:15:56+0000";"Voices of Venezuela";"added_video";"39";"154";"126";"101";"23";"1";"0";"1";"0"
"1";"12";"1";"319662435565899_1019102255621910";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"👀 ¡NO TE PIERDAS CADA DETALLE! 👀 . . 📢 Nani te espera mañana para darte las últimas noticias del ETPV y responder todas tus dudas e inquietudes. ¿Qué esperas? ¡Déjanoslas en los comentarios! 👇 . . ‼️ Y…¡RUUUEDA LA VOZ CON TU PANA! #NaniResponde";"2022-02-16T21:12:03+0000";"Voices of Venezuela";"added_photos";"6";"24";"40";"37";"2";"1";"0";"0";"0"
"1";"13";"1";"319662435565899_1018576465674489";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"🚨 ¿QUÉ PASA CON LOS PERMISOS DE SEPTIEMBRE? 🚨 . . 👀 Esta fue la información otorgada por parte del director de 📍#MigraciónColombia, si tienes más dudas del tema 📲 ¡Escríbenos a nuestro WhatsApp! Acá te dejamos el número 👉350 501 29 78  . . 📢 ¡Y rueeeeeda la voz con tu pana! 📢 #TuAliadoParaInformarte";"2022-02-15T23:10:43+0000";"Voices of Venezuela";"added_video";"48";"60";"116";"102";"9";"3";"0";"1";"1"
"1";"14";"1";"319662435565899_1017892419076227";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"📚 ¿Eres escritor/a? ¡Esta puede ser tu oportunidad! 📚 . . 👀 Sesame Workshop está en búsqueda de escritoras y escritores para la creación y publicación de cinco cuentos, estos serán parte de los materiales educativos con los que se dotaran aulas para niñas y niños de 3 a 6 años💪 . . 💰 La remuneración de la organización por la escritura de cada cuento será de 1.000$ USD y las y los escritores deberán ceder los derechos sobre la obra a Sesame🤝 . . 🤔 ¿Estás interesad@? Envía un correo a 📧nina.crump@sesame.org con el asunto QUIERO ESCRIBIR UN CUENTO y tu hoja de vida adjunta.";"2022-02-14T21:50:13+0000";"Voices of Venezuela";"added_video";"7";"5";"32";"27";"5";"0";"0";"0";"0"
"1";"15";"1";"319662435565899_1017265559138913";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"📢 ¡ACTIVOS PANAS EN CALI Y MEDELLÍN! 📢 . . 👉 La semana que viene 📍#MigraciónColombia estará realizando jornadas masivas para la entrega de PPT a todos nuestros hermanos venezolanos en estas localidades, así lo informó el director de la entidad en su Facebook Live del 09-02-2022 💪 . . ‼️ No te peles estas oportunidades y activa las notificaciones para que estés al pendiente de las direcciones donde estarán. #TuAliadoParaInformarte";"2022-02-13T21:24:05+0000";"Voices of Venezuela";"added_photos";"10";"33";"67";"59";"7";"1";"0";"0";"0"
"1";"16";"1";"319662435565899_1016679749197494";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"⁉️¿NECESITAS ASESORÍA JURÍDICA? ¡TIENES QUE LEER ESTO!‼️ . . 👉 La embajada venezolana tiene un convenio con el Politécnico Grancolombiano, en donde los venezolanos pueden recibir asesoría jurídica 🤝 . . 🤔 ¿Lo mejor? ¡Es totalmente gratuita! Escríbenos por WhatsApp 📲 350 501 29 78 y te pasamos el link del formulario 💪 #TuAliadoParaInformarte";"2022-02-12T21:18:36+0000";"Voices of Venezuela";"added_photos";"11";"9";"44";"43";"1";"0";"0";"0";"0"
"1";"17";"1";"319662435565899_1016140582584744";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"‼️¡LA MIGRA CHAMBA LLEGÓ y LLEGÓ PARA QUEDARSE!‼️  🤔 ¿Qué esperas para compartir con otros panas esta noticia? ¡Déjanos en los comentarios qué opinas de esta nueva opción en nuestro WhatsApp! #TuAliadoParaInformarte";"2022-02-11T23:05:30+0000";"Voices of Venezuela";"added_video";"53";"7";"161";"143";"18";"0";"0";"0";"0"
"1";"18";"1";"319662435565899_644651913404373";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"📢 Nani te tiene increíbles noticias sobre ofertas laborales,  cómo formalizar tu emprendimiento y MUCHO MÁS  🤔 ¿Qué esperas para compartir con tus panas?   #NaniResponde #VenezolanosEnColombia";"2022-02-10T23:22:52+0000";"Voices of Venezuela";"added_video";"88";"204";"201";"157";"44";"0";"0";"0";"0"
"1";"19";"1";"319662435565899_1014374882761314";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"🚨 ¡OJO PELAO CON ESTA INFORMACIÓN! 🚨 . . 👀 Acá te dejamos el link para que verifiques el estatus de tu cédula 👉 https://wapp.registraduria.gov.co/identificacion/extemporaneos/ . . ‼️¡RUEDA LA INFORMACIÓN CON TU PANA! No te quedes con esto y ayuda a otros.";"2022-02-08T21:17:38+0000";"Voices of Venezuela";"added_video";"68";"32";"73";"68";"3";"0";"2";"0";"0"
"1";"20";"1";"319662435565899_1013830142815788";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"‼️¡TIENES HASTA MAYO PARA REGISTRARTE EN EL ETPV!‼️ . . 👀 Así como lees mi pana, tienes hasta el 28 de mayo de este año para registrarte en el estatuto, ojo esto es si ingresaste antes del 📆 31 enero del 2021, peroo, si ingresaste después de esa fecha, tendrás tiempo para hacer el registro hasta el 24 de noviembre del 2023🤝 . . 💭 Si tienes más dudas 📲 ¡Escríbenos por WhatsApp! Acá te dejamos nuestro número 👉 350 501 29 78";"2022-02-07T21:36:24+0000";"Voices of Venezuela";"added_photos";"57";"40";"80";"73";"6";"0";"0";"0";"1"
"1";"21";"1";"319662435565899_1013105719554897";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"‼️¡ACTIVOS CON LAS ESTAFAS!‼️ . . 👉 No caigas en el juego de estas personas mi pana, ojo con eso 👀";"2022-02-06T21:03:00+0000";"Voices of Venezuela";"added_video";"499";"25";"238";"212";"20";"1";"2";"0";"3"
"1";"22";"1";"319662435565899_1012685739596895";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"💭 Sabías que… ¿Si te equivocaste en la información de tu PPT deberás pagar?⁉️ . . 👀 Así como lo lees mi pana, el estatuto es un proceso totalmente gratuito, pero, si tu PPT aparece con errores debes acercarte a una oficina de 📍#MigraciónColombia y solicitar el cambio del mismo🤝 . . ‼️ ¡Ojo con esto! Si el error fue en los datos incluidos por Migración el cambio se hará sin costo alguno, pero si el error fue en los datos incluidos por ti, deberás asumir el costo de reimpresión💰 . . 🤔 ¿Te quedaron dudas? 📲 ¡Escríbenos a WhatsApp! 👉+57 350 501 29 78";"2022-02-05T21:10:27+0000";"Voices of Venezuela";"added_photos";"56";"39";"103";"82";"1";"0";"18";"0";"2"
"1";"23";"1";"319662435565899_1012081789657290";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"‼️¡ACTIVOS CON NUESTRAS REDES SOCIALES Y WHATSAPP!‼️ . . 📢 Y etiqueta a tu pana en los comentarios para que se active con #LaMigraChamba💪";"2022-02-04T21:42:49+0000";"Voices of Venezuela";"added_video";"49";"43";"256";"212";"44";"0";"0";"0";"0"
"1";"24";"1";"319662435565899_685256099581170";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"📢 ¡Actualízate con las nuevas informaciones del Estatuto! 📢 . . ‼️ ¡Epa! Y Rueda la voz con tu pana para que también se entere de lo nuevo. #NaniResponde #ETPV #HazteVisible";"2022-02-03T23:18:08+0000";"Voices of Venezuela";"added_video";"14";"129";"119";"88";"30";"1";"0";"0";"0"
"1";"26";"1";"319662435565899_1010904333108369";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"📢 ¡Actualízate con las nuevas informaciones del Estatuto! 📢 . . 💭 Todas tus dudas serán respondidas por Nani, ¿Qué esperas? Déjale un comentario para que te lea 👀 . . ‼️ ¡Epa! Y Rueda la voz con tu pana para que también se entere de lo nuevo.";"2022-02-02T21:18:18+0000";"Voices of Venezuela";"added_video";"8";"28";"48";"44";"4";"0";"0";"0";"0"
"1";"27";"1";"319662435565899_1010309323167870";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"🚨 ¡Conoce los distintos estatus en los que puede estar tu permiso! 🚨 . . 💭 Si tienes más dudas del proceso, 👇 ¡Déjanoslas en los comentario!  o 📲 ¡Escríbenos por WhatsApp!  👉 +57 350 501 29 78";"2022-02-01T21:13:17+0000";"Voices of Venezuela";"added_video";"95";"64";"141";"132";"9";"0";"0";"0";"0"
"1";"28";"1";"319662435565899_1009168689948600";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"💭 Sabías que… ¿Ir a la cita biométrica no garantiza el otorgamiento del PPT? 🤔 . . 👀 Así como lo lees, la toma de datos biométricos es uno de los requisitos obligatorios que se debe cumplir para optar por el PPT, ya que con la información inicial del ✅ RUMV, las pruebas sumarias y los datos biométricos, se procede  a una validación de información y de seguridad, con el fin de poder otorgar el documento 🤝 . . 🤔 ¿Tienes más dudas? 📲 ¡Escríbenos por WhatsApp! Acá te dejamos el link que te llevará directamente hasta allá 👉  https://wa.link/26w9o7";"2022-01-30T21:18:46+0000";"Voices of Venezuela";"added_video";"3";"25";"46";"39";"0";"1";"5";"0";"1"
"1";"29";"1";"319662435565899_1008024810062988";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"🚨 ¡PANA DEBES RETIRAR TU PERMISO! 🚨 . . 👉 El equipo de prensa de 📍#MigraciónColombia nos comunicó que es clave que retiren lo antes posible el documento, ya que tenerlo en los sitios de entrega, no permite que sean enviados otros hasta ese lugar y la entidad debe garantizar la seguridad de dichos documentos 🤝 . .  👀 Un ejemplo de esto pasa en Barranquilla, tienen 20 mil documentos que no han sido recogidos y no han podido enviarles a más de 7 mil que se tienen para allá ‼️ . . 📢 ¡RUEDA LA VOZ Y NO TE QUEDES CON ESTA INFORMACIÓN! 📢";"2022-01-28T21:14:08+0000";"Voices of Venezuela";"added_photos";"36";"86";"101";"96";"4";"0";"0";"1";"0"
"1";"30";"1";"319662435565899_607738656987772";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"🚨 ¡Nuevas noticias, nuevos datos! 🚨 . . 📢 Rueda la voz con tus panas, empezamos con el primer en vivo del año y Nani está lista para responder todas sus dudas 🤝 . . #ETPV #Estatuto #NaniResponde #VenezolanosEnColombia #HazteVisible";"2022-01-27T23:11:03+0000";"Voices of Venezuela";"added_video";"19";"230";"197";"149";"44";"1";"2";"0";"1"
"1";"31";"1";"319662435565899_1006850660180403";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"😎 ¡VOLVIERON LOS NANI RESPONDE! 😎 . . 👉 Acompáñanos en el primer en vivo del año, Nani te tiene increíbles datazos y ¡Responderá todas tus dudas! 💪 . . 🤔 ¿Qué esperas? ¡Déjalas en los comentarios! Nos vemos mañana, ruuueda la voz. 📢 #NaniResponde";"2022-01-26T22:10:25+0000";"Voices of Venezuela";"added_photos";"5";"30";"88";"72";"15";"1";"0";"0";"0"
"1";"32";"1";"319662435565899_1006241840241285";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"🤔 ¿Migración Colombia está llamando y enviando mensajes? 🤔 . . ✅ ¡Sí! Así como lo lees mi pana, activ@ con tu teléfono que 📍#MigraciónColombia se está comunicando con cada uno de ustedes por distintas vías, pero ojo con esto, la entidad no te pedirá ningún tipo de pago, el proceso es gratuito 🙌 . . 👀 No te vayas a dejar estafar y pendiente que pronto se pueden comunicar contigo 📲 . . 💭 ¿Sabías este dato? ¿Ya te llamaron? ¡Déjanos tus respuestas en los comentarios! 👇 #TuAliadoParaInformarte";"2022-01-25T21:12:08+0000";"Voices of Venezuela";"added_photos";"10";"79";"111";"107";"2";"2";"0";"0";"0"
"1";"33";"1";"319662435565899_1004534650412004";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"⁉️¿Estás en Bogotá y necesitas ayuda alimentaria?⁉️ . .  👉 Para poder acceder a los servicios de Comedor Comunitario, debes dirigirte al más cercano de tu localidad o a la Subdirección Local de Integración Social 🙌 . . 👇 En la siguiente imagen te dejamos algunas direcciones de los comedores en Bogotá y si tienes más dudas, 📲 ¡Escríbenos por WhatsApp! Acá te dejamos el link que te llevará directamente hasta allá 👉 https://wa.link/26w9o7";"2022-01-22T21:33:17+0000";"Voices of Venezuela";"added_video";"17";"1";"66";"60";"6";"0";"0";"0";"0"
"1";"34";"1";"319662435565899_1003940860471383";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"⁉️¿Los puntos visibles siguen disponibles?⁉️ . . 👉 ¡SÍ! Aún están disponibles los puntos visibles para orientar y ayudar con todo el proceso del estatuto, recuerda que son sin cita previa y totalmente gratuitos🤝 . . 💭 ¡Cuéntanos! ¿Has ido a un punto? ¿Cómo ha sido tu experiencia? ¡Déjanos tu respuesta en los comentarios! 👇";"2022-01-21T21:12:12+0000";"Voices of Venezuela";"added_photos";"2";"21";"38";"38";"0";"0";"0";"0";"0"
"1";"35";"1";"319662435565899_1002752353923567";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"💍¿Los venezolanos se podrán casar con el PPT? 💍 . . 👉 ¡Sí! Si se podrán casar, esto lo ha indicado el director de 📍#MigraciónColombia en sus Facebook Live, pero, debemos esperar que las notarias actualicen el proceso e indiquen qué otros requisitos van a solicitar 🤝 . . 👀 ¿Tienes planes de casarte? ¡Déjanos tus respuestas en los comentarios! 👇";"2022-01-19T21:11:19+0000";"Voices of Venezuela";"added_photos";"45";"92";"203";"162";"38";"3";"0";"0";"0"
"1";"36";"1";"319662435565899_1002700787262057";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"¡Activos con las entregas masivas de PPT!";"2022-01-19T18:57:17+0000";"Voices of Venezuela";"mobile_status_update";"6";"18";"28";"28";"0";"0";"0";"0";"0"
"1";"37";"1";"319662435565899_1002699473928855";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"¡Activos con las entregas masivas de PPT!";"2022-01-19T18:53:23+0000";"Voices of Venezuela";"mobile_status_update";"19";"35";"53";"50";"3";"0";"0";"0";"0"
"1";"38";"1";"319662435565899_1000384754160327";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"📱¿Hasta cuándo me puedo registrar en el RUMV?📱 . . 📢 Aún tienes tiempo, no te peles este chance y corre la voz con otros panas para que puedan ser parte de este proceso.  . . ⁉️¿Y tú? ¿Ya te registraste? ¡Déjanos tus respuestas en los comentarios! 👇";"2022-01-15T20:22:47+0000";"Voices of Venezuela";"added_photos";"18";"17";"41";"38";"3";"0";"0";"0";"0"
"1";"39";"1";"319662435565899_999781390887330";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"📆 ¿Qué pasa con los permisos de septiembre? 📆 . . 👀 Sabemos que muchos de los que hicieron su registro biométrico en septiembre, aún no se les ha otorgado el permiso, el director de 📍#MigraciónColombia informó en su último Facebook Live del 2021 que fueron impresos en el exterior y es por ello que han tardado un poco más en la entrega🙌 . . 📢 En cuanto tengamos nuevos detalles sobre estos permisos se los estaremos publicando, rueda la voz con tu pana y si tienes más dudas ¡Déjanoslas en los comentarios! 👇";"2022-01-14T21:31:34+0000";"Voices of Venezuela";"added_photos";"25";"76";"127";"100";"3";"0";"0";"23";"1"
"1";"40";"1";"319662435565899_998583757673760";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"👀 ¿NOS AGREGASTE EN WHATSAPP? 👀 . . 📲 Estamos activos toda la semana respondiendo cada una de sus dudas, es totalmente gratuito y puedes consultarnos cuantas veces sea necesario💪 . . 🤔 ¿Qué esperas? 📲 ¡Escríbenos! Acá te dejamos el link que te llevará directamente hasta allá 👉 https://wa.link/26w9o7";"2022-01-12T21:07:12+0000";"Voices of Venezuela";"added_video";"3";"11";"38";"31";"7";"0";"0";"0";"0"
"1";"41";"1";"319662435565899_998003791065090";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"⁉️¿NECESITAS TRABAJO? ¡ESTA PUEDE SER TU OPORTUNIDAD!‼️ . . 👉 Si te encuentras en 📍Bogotá y estás de manera regular, la empresa IGT en 🇨🇴 Colombia ofrece increíbles propuestas de trabajo para los migrantes venezolanos que residen en territorio colombiano🤝 . . 🤔 ¿Cuánto es el salario? ¿Qué necesitas? ¡Todos los detalles te los explicamos en el siguiente video! 👇 . . 💭 Y si te quedaron dudas 📲 ¡Escríbenos por WhatsApp! Acá te dejamos el link que te llevará directamente hasta allá 👉 https://wa.link/26w9o7 #TuAliadoParaInformarte";"2022-01-11T21:24:06+0000";"Voices of Venezuela";"added_video";"24";"20";"81";"71";"10";"0";"0";"0";"0"
"1";"43";"1";"319662435565899_997414464457356";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"⁉️¿Qué hago si el estatus de mi permiso dice aprobado? ¡Saca tu constancia del PPT!‼️ . . 📃 Esta constancia indica que está en proceso de impresión y entrega el plástico del permiso, puede ser mostrada en los trabajos para dar una certificación que ya pronto se les será otorgado💪 . . 🤔 ¿Cómo es el proceso para hacerlo? En el siguiente video te lo explicamos todo y si tienes más dudas 📲 ¡Escríbenos a WhatsApp! Acá te dejamos el link 👉 https://wa.link/26w9o7 #TuAliadoParaInformarte";"2022-01-10T21:22:45+0000";"Voices of Venezuela";"added_video";"112";"60";"124";"114";"10";"0";"0";"0";"0"
"1";"44";"1";"319662435565899_996847191180750";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"🚨¡EPA! ¿YA VERIFICASTE EL ESTATUS DE TU PERMISO? 🚨  👉 Si acudiste a tu cita biométrica, puedes consultar cómo va el proceso de tu permiso en la página web de 📍#MigraciónColombia. . . 🖥 Acá te dejamos el link para que puedas hacerlo 👉https://www.migracioncolombia.gov.co/estadoppt  . . 💭 ¿Tienes dudas aún? 📲 ¡Escríbenos por WhatsApp! Acá te dejamos el link que te llevará directamente hasta allá 👉 https://wa.link/26w9o7";"2022-01-09T21:21:41+0000";"Voices of Venezuela";"added_video";"21";"89";"68";"60";"5";"0";"0";"2";"1"
"1";"45";"1";"319662435565899_996285854570217";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"✨ ¡Año nuevo, nueva imagen! ✨ . . 💪 Evolucionamos e innovamos en soluciones para su beneficio y mejoras en nuestros servicios, este será un gran año 🙌 . . ✨ Es un placer para nosotros mostrarles la nueva imagen de Voices Of Venezuela. #TuAliadoParaInformarte.";"2022-01-08T22:06:57+0000";"Voices of Venezuela";"added_photos";"2";"14";"145";"116";"29";"0";"0";"0";"0"
"1";"46";"1";"319662435565899_996285611236908";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"";"2022-01-08T22:06:37+0000";"Voices of Venezuela";"added_photos";"2";"12";"121";"105";"16";"0";"0";"0";"0"
"1";"47";"1";"319662435565899_981815746017228";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"✨ ¡Feliz día de Reyes! ✨ . . 🤗 Les enviamos un gran abrazo de parte de todo el equipo de Voices Of Venezuela 💪 . . 🤔 ¿Qué harán hoy? ¿Celebran este día? ¡Déjanos tu respuesta en los comentarios! 👇";"2022-01-06T21:05:00+0000";"Voices of Venezuela";"added_photos";"";"6";"62";"55";"7";"0";"0";"0";"0"
"1";"48";"1";"319662435565899_981771112688358";"data";"data.*";"fetched (200)";"2022-03-02 01:56:14.672476";"Facebook:/<page-id>/posts";"";"🤔 ¡Epa! ¿Te pusiste una prenda amarilla pa´ recibir el año? 🤔 . . 👉 La prenda amarilla y pasear la maleta a fin de año es una tradición que hacemos mucho en Venezuela para decretar un año nuevo lleno de prosperidad y viajes✈️ . . 🤔 ¿Tú lo hiciste? ¿Habías escuchado de esto? ¡Déjanos tu respuesta en los comentarios! 👇";"2022-01-02T21:02:00+0000";"Voices of Venezuela";"added_video";"";"12";"16";"13";"0";"3";"0";"0";"0"
