"path";"id";"parent_id";"level";"object_id";"object_type";"object_key";"query_status";"query_time";"query_type";"name";"message";"created_time";"from.name";"status_type";"shares.count";"comments.summary.total_count";"reactions.summary.total_count";"like.summary.total_count";"love.summary.total_count";"haha.summary.total_count";"wow.summary.total_count";"sad.summary.total_count";"angry.summary.total_count"
"319662435565899_1026522048213264";"2";"1";"1";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"⁉️¿Los de septiembre tienen que hacer nuevamente el registro? ⁉️ . . 🔊 Activa el audio y entérate 💪 #TuAliadoParaInformarte";"2022-02-28T22:05:04+0000";"Voices of Venezuela";"added_video";"20";"46";"52";"42";"0";"0";"0";"3";"7"
"319662435565899_1026522048213264/319662435565899_1026522048213264";"49";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Hola voices of Venezuela yo soy de octubre hice mi registro con mis hijos y solo me ha salido en permiso del menor de 5 años el resto de los niños ni el mio nada q ha pasado ustedes me pueden ayudar";"2022-02-28T22:07:41+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"50";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Puraaaa mentira estoy desde el 1ero de septiembre y nada de respuesta, fui al supercade donde tramite y nada de respuesta, realize el aplicativo de septiembre y nada de respuesta mas bien me canse";"2022-02-28T22:08:18+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"51";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Y lo de octubre";"2022-02-28T22:12:07+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"52";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Hola nani yo lo hice en el botón de septiembre el miércoles y el viernes me enviaron un correo de migración que fuera hoy con el Rumv la cédula y la prueba sumaría para hacer de nuevo el biométricos";"2022-02-28T22:13:13+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"53";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Hola soy del septiembre y si ya me sale impreso pero no me lo an entregado tambien tengo que hacer ese proceso";"2022-02-28T22:21:50+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"54";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Bueno los de septiembre creo q hemos sido invisible . Seguro .";"2022-02-28T22:22:35+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"55";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Y los de octubre para cuando";"2022-02-28T22:23:40+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"56";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Buenas tardes. Yo soy del 4 de septiembre y no he tenido respuesta me incluí en el aplicativo de septiembre visible y todavía no tengo respuesta. Entonces como quedara mí registro? Me pueden informar. Gracias";"2022-02-28T22:23:50+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"57";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Yo hice lo del botón y nada ni correo ni llamadas";"2022-02-28T22:25:50+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"58";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Hola y lo que ya hicimos lo del botón para cuando nos dan respuesta ya yo lo hice y solo me mandaron el radicado";"2022-02-28T22:27:27+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"59";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Buenas tardes Nani cuanto tenemos que esperar";"2022-02-28T22:30:56+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"60";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Yo soy de septiembre y a mi ya me salió hace rato gracias s dios";"2022-02-28T22:31:56+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"61";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Hola una pregunta me equivoque colocando la fecha cuando hize el biométrico yo fui al biométricos fue el 9 09 2021 y en boton de septiembre visible coloque 25 05 de 2021  sera qué tendre problema con eso";"2022-02-28T22:33:50+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"62";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Noooo";"2022-02-28T22:36:13+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"63";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Tube ese error sera que tengo que volver hacer lo de septiembre visible aunque me dice que me registre con éxito";"2022-02-28T22:36:45+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"64";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Hola consulto en la página de migración y nada yo soy de noviembre pero la página dice que no la actualizan desde el 11 de febrero...";"2022-02-28T22:40:57+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"65";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Buenas tarde, les comento que yo hice el biométrico el 2 de septiembre y no me ha salido ni siquiera aprobado. Ingrese al botón septiembre visibles y el sábado me llamó Migración para que repitiera el biométrico el Domingo";"2022-02-28T22:43:39+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"66";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"holqa nany me preocupa ya que ya llenen el formulario pero no me llego correo a la bandeja de entrada, que debo hacer ahora";"2022-02-28T22:53:41+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"67";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"En tonces era que lo hago";"2022-02-28T22:54:01+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"68";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Buenas tarde nani espero que estes bien mami una pregunta yo ya sali y mi esposo pero mi bebe d 2 año no yo le hice el registro a ell en septiembre tendra que ver algo ahi amor el no hiso biometrico pero si su registro fue en septiembre";"2022-02-28T22:54:19+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"69";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Sera que lo hago otra vez";"2022-02-28T22:54:23+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"70";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Nani";"2022-02-28T22:58:36+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"71";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Octubre";"2022-02-28T22:58:40+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"72";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Necesito   el run  de la niña  para  q me puedan  ver    con eps";"2022-02-28T22:59:04+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"73";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Yo lo he hecho 3 veces el formulario y nada que me llama lo hice el 21 de febrero,  el 25 y hoy nuevamente y NADAAAA";"2022-02-28T23:05:04+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"74";"2";"2";"319662435565899_1026522048213264";"offcut";"";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"75";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Hola amigos mi bebé de 4 años fue del 3 de septiembre me salió a mi y el de mi esposo ya yo hize lo de septiembre y me dio el número radicado que más tengo que hacer";"2022-02-28T23:16:30+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"76";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Pero igual los de noviembre no tiene el permiso 😕";"2022-02-28T23:18:34+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"77";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Los de septiembre los vuelven a llamar xk según hubo error en el sistema, y ay que volver Aser todo el registro desde el principio 🤦🏻‍♀️🤦🏻‍♀️";"2022-02-28T23:45:27+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"78";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Cuanto tiempo dan repuesta";"2022-02-28T23:52:17+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"79";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Yo hice el de mi bebé y no me llego nada";"2022-02-28T23:54:36+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"80";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"En donde  tengo que entrar xq en migración no sale  nada  de formulario";"2022-03-01T00:01:01+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"81";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Yo soy de octubre  y solo faltamos  mi hijo  y yo";"2022-03-01T00:01:35+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"82";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Aja ya lo hize y ahora cuantos Meses más :(";"2022-03-01T00:06:56+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"83";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Hola un cordial saludo, a mi niño de 4 años nada que le llega que podrá ser?";"2022-03-01T00:25:09+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"84";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Mi hijo  y mi mamá es de noviembre y aún nada";"2022-03-01T00:32:05+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"85";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Hola llene el formulario y no me llegó ningún correo para confirmar algo o eso no llega correo de confirmación?";"2022-03-01T00:51:21+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"86";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Soy de octubre y nada que llega mí permiso me registro en la página de migración y me dice que está en proceso que ago donde puedo acudir";"2022-03-01T02:01:48+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"87";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Buenas como puedo hacer si no estoy en la ciudad donde hice el registro";"2022-03-01T02:28:07+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"88";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"A mi me dijo un encargado de mesa de migracion que el me recomendaba hacer todo el proceso de nuevo";"2022-03-01T03:09:56+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"89";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Astris mira esto";"2022-03-01T03:16:15+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"90";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Arelis Maria para ver si te llegó averigua hay";"2022-03-01T03:17:20+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"91";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Eso lo está haciendo migración para bajar la tensión.... Pero igual los de septiembre siguen invisibles";"2022-03-01T03:18:31+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"92";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"No sé qué pasa con ese plástico parece un engaño para los venezolanos.. fuí a perturbar una cuenta en el banco y me dijeron que no es válido. Fuí a sacar el Ruht y tampoco es válido . Me agarró un policía y me metió en el sistema y ése número de cédula Q me dieron aparece con otro hombre.. La verdad no entiendo..";"2022-03-01T11:53:49+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"93";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Hola Amiga y equipos a mi hija nada de nada es de septiembre ta realize li del biton nada de nada y e pasado la voz y nada";"2022-03-01T13:28:16+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"94";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"Pero lo mismo pasa con los de noviembre alguien sabe que pasa";"2022-03-01T14:33:03+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"95";"2";"2";"319662435565899_1026522048213264";"data";"data.*";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"En la aplicacion telegran se unen a la fundacion simon bolivar y alli pasan los listados de las jornadas que hacen todas las semanas yo soy d septiembre y me llego y supe por medio de esa aplicacion xq si no me seco esperando que me llegue el correo o me llamaran";"2022-03-01T15:44:33+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1026522048213264/319662435565899_1026522048213264";"96";"2";"2";"319662435565899_1026522048213264";"offcut";"";"fetched (200)";"2022-03-02 02:12:22.116044";"Facebook:/<post-id>/comments";"";"";"";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960";"3";"1";"1";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 01:56:13.906370";"Facebook:/<page-id>/posts";"";"🤔 ¿Hiciste tu proceso en septiembre y aún no tienes tu permiso? 🤔 . . 📆 Desde el lunes 21 está habilitado el botón ✅ “Septiembre visible” en donde deberás llenar un formulario que  📍#MigraciónColombia evaluará para dar pronta respuesta a quienes aún no ha recibido su permiso. . . 👀 Acá te dejamos el link para que puedas hacer el proceso 👉 https://www.migracioncolombia.gov.co/septiembrevisibles  . . 💭 Y si tienes más dudas 📲 ¡Escríbenos a WhatsApp! Acá te dejamos el link 👉 https://wa.link/26w9o7 #TuAliadoParaInformarte";"2022-02-27T21:04:43+0000";"Voices of Venezuela";"added_video";"31";"78";"66";"53";"0";"0";"0";"12";"1"
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"97";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Ya lo hice esperemos a ver, ya me tiene preocupada eso 😢";"2022-02-27T21:07:05+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"98";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Si, yo lo hice me llegó un correo de recibido pero no sé más nada? No sé que otra cosa se debe hacer??? Ya estoy preocupada por la demora.";"2022-02-27T21:07:55+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"99";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Hola buenas tardes estoy igual yo los saque en septiembre y nana ni hija los saco en octubre y ya se los entregaron";"2022-02-27T21:09:21+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"100";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Ya hice d3 nuevo  el proceso  y ahora  q mas vamos a esperar??";"2022-02-27T21:09:36+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"101";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Mis hijos son del 4 de octubre";"2022-02-27T21:11:46+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"102";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Ya lo hice desde el mismo día que habilitaron esa opción... y aun no recibo ninguna respuesta...";"2022-02-27T21:14:53+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"103";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Ya hice el proceso de Septiembre Visible,  y aún no tengo repuesta,  seguire esperando";"2022-02-27T21:17:07+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"104";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Igual yo tuve la cita el 30 de septiembre y nada ...";"2022-02-27T21:17:53+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"105";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Octubre tiene el mismo problema.";"2022-02-27T21:19:37+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"106";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Igual el 1 de septiembre y nada.";"2022-02-27T21:19:40+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"107";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Y para los de diciembre..? Yo lo realice el 13 de diciembre y no me a llegado aún.!";"2022-02-27T21:20:58+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"108";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Nafa ya hice el septiembre visibles pero nada de respuesta";"2022-02-27T21:21:06+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"109";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Y lo necesito para el colegio de ni hijo ya que el sena lo pide";"2022-02-27T21:21:28+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"110";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Igual yo lo realice en septiembre y aún nada 🤦";"2022-02-27T21:29:16+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"111";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Ya lo ise y aun asi todabia no e tenido respuesta de nada";"2022-02-27T21:29:21+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"112";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Mí hijo hizo el biométrico en noviembre y todavía aparece en proceso 🤔";"2022-02-27T21:29:27+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"113";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Buenas tarde  x Aka también puedo hacer el de mi hija o tiene que ser x el 123";"2022-02-27T21:30:50+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"114";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Les digo a los de octubre, noviembre y diciembre... Si ustedes están preocupados imagínense nosotros del 01 de septiembre??";"2022-02-27T21:31:25+0000";"";"";"";"";"";"";"";"";"";"";""
"319662435565899_1026522048213264/319662435565899_1025855088279960/319662435565899_1025855088279960";"115";"3";"2";"319662435565899_1025855088279960";"data";"data.*";"fetched (200)";"2022-03-02 02:12:57.903022";"Facebook:/<post-id>/comments";"";"Q pereza ya todo los de septiembre  lo izimos .y quedamos en la misma espera y espera";"2022-02-27T21:31:51+0000";"";"";"";"";"";"";"";"";"";"";""
